"GPU", "GFLOPS - SP", "GFLOPS - DP", "GIOPS - MAD", "GBSEC - DRAM", "GBSEC - L2", "GOPS - SHMEM", "GIOPS - ADD"
"Tesla K80", 2713.5455, 896.8850, 566.2798, 183.5952, 354.3361, 361.1394, 648.2766
