"GPU", "GFLOPS - SP", "GFLOPS - DP", "GIOPS - MAD", "GBSEC - DRAM", "GBSEC - L2", "GOPS - SHMEM", "GIOPS - ADD"
"Tesla V100-SXM2-16GB", 26167.445, 12680.8916, 24345.6796, 779.4108, 2878.6151, 7818.577, 25595.7536
