"GPU", "GFLOPS - SP", "GFLOPS - DP", "GIOPS - MAD", "GBSEC - DRAM", "GBSEC - L2", "GOPS - SHMEM", "GIOPS - ADD"
"Tesla V100-SXM2-16GB", 13163.7626, 6587.0497, 12170.6317, 779.9406, 2886.6510, 3904.2368, 12797.2665
