"GPU", "GFLOPS - SP", "GFLOPS - DP", "GIOPS - MAD", "GBSEC - DRAM", "GBSEC - L2", "GOPS - SHMEM", "GIOPS - ADD"
"Tesla V100-SXM2-16GB", 13083.7225, 6340.4458, 12172.8398, 389.7054, 1439.30755, 3909.2885, 12797.8768
