"GPU", "GFLOPS - SP", "GFLOPS - DP", "GIOPS - MAD", "GBSEC - DRAM", "GBSEC - L2", "GOPS - SHMEM", "GIOPS - ADD"
"Tesla P100-PCIE-16GB", 9344.3607, 4569.3862, 3028.8823, 546.7274, 1586.3909, 2376.4717, 4610.6293
